text,label
"Ya artık yeter, sokağımızda kaldırım taşları sökülmüş yürünmüyor. İlgili ekip gönderilsin lütfen",Yol ve Kaldırım
rezalet. pazardan sonra ortalık çöplük oluyor temizleyen yok.,Çöp ve Temizlik
"yahu okulun yanındaki sokakta kanalizasyon taşmış pis su akıyor, ayrıca rögar tıkanmış yağmur suyu çekilmiyor.",Su ve Kanalizasyon
yahu çitler kırık park sokağaa açılmış tehlikeli.,Park ve Yeşil Alan
rezalet. Alt geçidin oraya sorun var; ölü bir hayvan var günlerdir kaldıran yok.,Başıboş Hayvanlar
evimizin tam önünde sorun var; çitler kırık park sokağa açılmış tehlikeli.,Park ve Yeşil Alan
okul yolunda ışık yok çocuklar korkuyor.,Sokak Aydınlatması
"Cocuk parkının yanında banklar dökülmüş oturulmuyor, ayrıca spor aletleri bozulmuş kimse tamir etmiyor.",Park ve Yeşil Alan
"Yeter ama, bir hayvan kapana sıkışmış kurtaran lazım, sağlığımız tehlikede.",Başıboş Hayvanlar
"ya artık yeter, mahallemizde su basıncı çok düşük su gelmiyor, ayrıca her yağmurda evi su basıyor gider tıkalı.",Su ve Kanalizasyon
Sokak akşamları süpürülmüyor her yer kir. Gereğinin yapılmasını rica ederim.,Çöp ve Temizlik
düğün salonu sürekli sesi sonuna kadarr açıyor.,Gürültü ve Çevre Kirliliği
Rezalet. pazar yerinin orada durağa otobüs hiç uğramıyor. Ne zaman çözeceksiniz?,Toplu Ulaşım
rezalet. musluktan bulanık su geliyor kötü kokuyor.,Su ve Kanalizasyon
METRO ÇIKIŞINDA SORUN VAR; COCUK PARKININ YANINDA HURDACILAR SABAHA KARŞI GÜRÜLTÜ YAPIYOR.,Gürültü ve Çevre Kirliliği
otobüs seerleri akşam çok seyrek.,Toplu Ulaşım
"Allah aşkına, Sokağımızda sorun var; oyun grubunun zemini bozuk çocuklar düşüyor.",Park ve Yeşil Alan
"Kısırlaştırma yok hayvan sayısı çok arttı, ayrıca barınağa götürülecek hayvanlar sokakta kalmış.",Başıboş Hayvanlar
"Çöpler her hafta toplanmıyor, ayrıca çöpten dolayı sinek kaynıyor.",Çöp ve Temizlik
Rezalet. Cocuk parkının yanında sorun var; konteyner kırılmış çöpler etrafa saçılıyor.,Çöp ve Temizlik
"duragin yanında yeşil alana izinsiz inşaat var, sağlığımız tehlikede. Yardımcı olursanız çok seviniriz.",Park ve Yeşil Alan
köpekler parkı kirletiyorrr temizlenmiyor. İlgili birime iletilmesini rica ederim.,Park ve Yeşil Alan
"bıktık artık, apartmanın önünde fareler türedi çünkü çöpler ortada",Çöp ve Temizlik
"Yeter ama, durakta ışık yok gece bekleyemiyoruz.",Sokak Aydınlatması
Pazar yerinin orada su basıncı çok düşük su gelmiyor.,Su ve Kanalizasyon
kafelerin masaları gecelerii çok gürültülü.,Gürültü ve Çevre Kirliliği
Cocuk parkının yanında sorun var; minibüsler tıkaaa basa dolu binilmiyor,Toplu Ulaşım
"Yeter ama, sokak hayvanlari ac bakan yok, rezil olduk. Bir an once ilgilenilsin.",Başıboş Hayvanlar
"valla bıktık, duragin yanında koca bir çöp yığını var.",Çöp ve Temizlik
Fabrika bacasindan duman havayi kirletiyor.,Gürültü ve Çevre Kirliliği
"Allah aşkına, şoför durakta durmadan geçti, ayrıca şoför durakta durmadan geçti.",Toplu Ulaşım
"Pes yani, sokağımızda banklar dökülmüş oturulmuyor.",Park ve Yeşil Alan
"Bakın, su borusu patlamış cadde sular altında, çocuklarrr etkileniyor. Bir an önce ilgilenilsin.",Su ve Kanalizasyon
"Park lambaları yanmıyor akşam kullanılmıyor, her gün aynı dert. Şimdiden teşekkürler.",Park ve Yeşil Alan
"Bakin, Sokagimizda sorun var; kopekler copu agitiyor sabah berbat oluyor.",Çöp ve Temizlik
"Of ya, egzoz ve tozdan pencere açamıyoruz.",Gürültü ve Çevre Kirliliği
"Ya artık yeter, hat iptal olmuş kimse duyurmamış",Toplu Ulaşım
"Of ya, Alt gecidin oraya sorun var; yesil alan surekli sulanmiyor cimler kurudu.",Park ve Yeşil Alan
"Valla bıktık, ara sokakta sokak lambaları sürekli yanmıyor. Vergimizi ne için veriyoruz?",Sokak Aydınlatması
"Of ya, park lambaları yanmıyor akşam kullanılmıyor. Artık bir şey yapın",Park ve Yeşil Alan
"Valla bıktık, site girişinde yeni mahalleye ulaşım yok.",Toplu Ulaşım
"Konteyner kırılmış çöpler etrafa saçılıyor, ayrıca atık konteyneri yanlış yere konmuş kapımızı kapatıyor.",Çöp ve Temizlik
"ya artık yeter, açık alanda atık yakılıyor koku dayanılmaz, ayrıca fabrika bacasından duman havayı kirletiyor.",Gürültü ve Çevre Kirliliği
"Kaldırım karanlık düşüp yaralandık, ayrıca direkteki lamba arızalı gece çok tehlikeli",Sokak Aydınlatması
Site girişinde sorun var; düğün salonu her hafta sesi sonuna kadar açıyor.,Gürültü ve Çevre Kirliliği
"Rezalet. yol çalışması yarım kalmış günlerdir öyle duruyor, ayrıca yaya geçidi silinmiş hiç görünmüyor.",Yol ve Kaldırım
caminin arka sokağında sorun var; site girişinde su basıncı çok düşük su gelmiyor,Su ve Kanalizasyon
"Mahallemizde kanalizasyon taşmış pis su akıyor, ayrıca su sürekli kesik haber bile vermiyorlar.",Su ve Kanalizasyon
"Rezalet. evimizin tam önünde yol çökmüş araçlar zarar görüyor, rezil olduk. Vergimizi ne için veriyoruz?",Yol ve Kaldırım
"Of ya, park bakımsız her yer çöp ve cam kırığı. İlgili ekip gönderilsin lütfen.",Park ve Yeşil Alan
Yahu yolun ortasında koca bir çukur açıldı,Yol ve Kaldırım
"Bakın, metro çıkışında yeni mahalleye ulaşım yok, ayrıca otobüs seferleri akşam çok seyrek.",Toplu Ulaşım
"Allah aşkına, bir hayvan kapana sıkışmış kurtaran lazım.",Başıboş Hayvanlar
"Üst geçidin merdivenleri kırık tehlikeli, ayrıca trafik levhası devrilmiş kimse ilgilenmiyor.",Yol ve Kaldırım
"Of ya, otobüs çk eski sürekli arızalanıyor.",Toplu Ulaşım
"Bordür taşları çıkmış ayağımız takılıyor, defalarca aradık sonuç yok. Şimdiden teşekkürler.",Yol ve Kaldırım
"Park bakımsız her yer çöp ve cam kırığı, ayrıca kaydırak kırılmış paslı çocuk yaralanır.",Park ve Yeşil Alan
"Direkteki lamba arızalı gece çok tehlikeli, ayrıca okul yolunda ışık yok çocuklar korkuyor.",Sokak Aydınlatması
yahu ana caddenin yarısı karanlık yürümek korkutucu.,Sokak Aydınlatması
"Allah aşkına, kaldırım karanlık düşüp yaralandık.",Sokak Aydınlatması
yaya geçidi silinmiş hiç görünmüyor. Şimdiden teşekkürler.,Yol ve Kaldırım
"Ya artık yeter, moloz dökülen alan toz ve koku saçıyor. Bir an önce ilgilenilsin.",Gürültü ve Çevre Kirliliği
"YAHU SOKAK HAYVANLARI AÇ BAKAN YOK, AYRICA CADDEMIZDE KEDILERE MAMA SU KONMUYOR.",Başıboş Hayvanlar
Kanalizasyon kapağı çökmüş çukur olmuş. Gereğinin yapılmasını rica ederim.,Su ve Kanalizasyon
"lağım kokusu bir aydır eve doluyor, ayrıca bodrumu lağım suyu bastı",Su ve Kanalizasyon
Kısırlaştırma yok hayvan sayısı çok arttı. Yardımcı olursanız çok seviniriz.,Başıboş Hayvanlar
Rezalet. parkın çeşmesinden su akmıyor.,Park ve Yeşil Alan
"Valla bıktık, halı saha geç saatte bile bağırış çağırış.",Gürültü ve Çevre Kirliliği
"bir hayvan kapana sıkışmış kurtaran lazım, kimse umursamıyor. İlgili birime iletilmesini rica ederim.",Başıboş Hayvanlar
Kosedeki bakkalin onunde sorun var; copler aylardir toplanmiyor.,Çöp ve Temizlik
Yol çalışması yarım kalmış sürekli öyle duruyor.,Yol ve Kaldırım
"Valla bıktık, Cocuk parkının yanında sorun var; yaya geçidi silinmiş hiç görünmüyor.",Yol ve Kaldırım
"Rezalet. sürü halinde köpekler çocuklara havlıyor, sağlığımız tehlikede. Bir an önce ilgilenilsin.",Başıboş Hayvanlar
"Cocuk parkının yanında kalırım taşları sökülmüş yürünmüyor, ayrıca engelli rampası yok tekerlekli sandalye geçemiyor.",Yol ve Kaldırım
"valla bıktık, kaldırım o kadar dar ki arabayla geçilmiyor.",Yol ve Kaldırım
"Bıktık artık, köpekler parkı kirletiyor temizlenmiyor, kimse umursamıyor. İlgili ekip gönderilsin lütfen",Park ve Yeşil Alan
"Spor aletleri bozulmuş kimse tamir etmiyor, ayrıca park bakımsız her yer çöp ve cam kırığı.",Park ve Yeşil Alan
Metro çıkışında gece motorları gaza basıp duruyor,Gürültü ve Çevre Kirliliği
REZALET. KÖŞEDEKI BAKKALIN ÖNÜNDE BAŞIBOŞ KÖPEKLER SABAHTAN AKŞAMA KORKU SAÇIYOR. NE ZAMAN ÇÖZECEKSINIZ?,Başıboş Hayvanlar
"Minibüsler tıka basa dolu binilmiyor, sağlığımız tehlikede. Yardımcı olursanız çok seviniriz.",Toplu Ulaşım
Yahu halı saha geç saatte bile bağırış çağırış.,Gürültü ve Çevre Kirliliği
"Yeter ama, Duragin yanında sorun var; park gece içki içenlerin mekanı oldu.",Park ve Yeşil Alan
"Bıktık artık, elektrik direği yana yatmış ışık da yok, kimse ilgilenmiyor. Konunun takip edilmesini istiyoruz.",Sokak Aydınlatması
"pes yani, köşedeki bakkalin önünde inşaat sürekli gce geç saate kadar çalışıyor.",Gürültü ve Çevre Kirliliği
Lağım kokusu aylardır eve doluyor.,Su ve Kanalizasyon
"moloz dökülenn alan toz ve koku saçıyor, ayrıca kafelerin masaları geceleri çok gürültülü.",Gürültü ve Çevre Kirliliği
"Of ya, duraktaki bank ve durak kapalısı kırık.",Toplu Ulaşım
Yahu parkin cesmesinden su akmiyor. Bir an once ilgilenilsin.,Park ve Yeşil Alan
"su borusu patlamış cadde sular altında, ayrıca su her gün kesik haber bile vermiyorlar.",Su ve Kanalizasyon
Caddemizde sorun var; gece attı yok eve dönemiyoruz.,Toplu Ulaşım
"Hat iptal olmuş kimse duyurmamış, defalarca aradık sonuç yok. Yardımcı olursanız çok seviniriz.",Toplu Ulaşım
"Rezalet. okulun yanındaki sokakta kanalizasyon taşmış pis su akıyor, kimse ilgilenmiyor. İlgili ekip gönderilsin lütfen",Su ve Kanalizasyon
Metro cikisinda sorun var; atik konteyneri yanlis yere konmus kapimizi kapatiyor,Çöp ve Temizlik
"kaldırım o kadar dar ki arabayla geçilmiyor, ayrıca yağmurda yol göle dönüyor su birikiyor.",Yol ve Kaldırım
Park gece içki içenlerin mekanı oldu,Park ve Yeşil Alan
sokak hayvanları aç bakan yok.,Başıboş Hayvanlar
"Allah aşkına, atık konteyneri yanlış yere konmuş kapımızı kapatıyor",Çöp ve Temizlik
Kısırlaştırma yok hayvan sayısı çok arttı,Başıboş Hayvanlar
Su sayacıı arızalı fatura uçtu.,Su ve Kanalizasyon
"Ya artık yeter, kadırıma park ediyorlar yaya yürüyemiyor.",Yol ve Kaldırım
"Park gece içki içenlerin mekanı oldu, sağlığımız tehlikede.",Park ve Yeşil Alan
"Bakın, akşam olunca her yer zifiri karanlık.",Sokak Aydınlatması
"Okul önünde köpek sürüsü var veli tedirgin, böyle olmaz ki. Şimdiden teşekkürler",Başıboş Hayvanlar
"Allah aşkına, yandaki işyeri günlerdir sonuna kadar müzik açıyor. Çözülmesini bekliyoruz.",Gürültü ve Çevre Kirliliği
"Valla bıktık, yandaki işyeri haftalardır sonuna kadar müzik açıyor, ayrıca fabrika bacasından duman havayı kirletiyor.",Gürültü ve Çevre Kirliliği
egzoz ve tozdan pencere açamıyoruz,Gürültü ve Çevre Kirliliği
Köpekler parkı kirletiyor temizlenmiyor. Konunun takip edilmesini istiyoruz.,Park ve Yeşil Alan
"Of ya, pazar yerinin orada lamba patlamış aylardır değişen yok, her gün aynı dert. Vergimizi ne için veriyoruz?",Sokak Aydınlatması
"of ya, Köşedeki bakkalin önünde sorun var; durakta tabela yok hangi hat geçer belli değil",Toplu Ulaşım
"Şoför durakta durmadan geçti, vergimizi ödüyoruz ama hizmet yok. Şimdiden teşekkürler.",Toplu Ulaşım
"Valla biktik, sanayi atiklari dereye bosaltiliyor.",Gürültü ve Çevre Kirliliği
"Bakın, Apartmanın önünde sorun var; durakta tabela yok hangi hat geçer belli değil.",Toplu Ulaşım
"Geri dönüşüm kutuları aylardır boşaltılmıyor, her gün aynı dert. Vergimizi ne için veriyoruz?",Çöp ve Temizlik
"Bıktık artık, sokak çeşmesi boşuna akıyor su israf oluyor, ayrıca su borusu patlamış cadde sular altında.",Su ve Kanalizasyon
"Valla bıktık, geceleri havlamalar geceleri uyutmuyor. Artık bir şey yapın!",Başıboş Hayvanlar
"Valla bıktık, site girişinde mazgal kapağı yok açık duruyor.",Yol ve Kaldırım
"Bakın, kafelerin masaları geceleri çok gürültülü. Artık bir şey yapın!",Gürültü ve Çevre Kirliliği
"Ya artık yeter, park aydınlatması bozuk çocuklar oynayamıyor.",Sokak Aydınlatması
"YA ARTIK YETER, EVIMIZIN TA ÖNÜNDE SOKAK LAMBALARI GÜNLERDIR YANMIYOR",Sokak Aydınlatması
"Pes yani, Camnin arka sokaginda sorun var; caminin arka sokaginda fareler turedi cunku copler ortada.",Çöp ve Temizlik
Pazar yerinin orada sorun var; yağmur suyu giderleri çöple dolmuş.,Su ve Kanalizasyon
yolun ortasında koca bir çukur açıldı.,Yol ve Kaldırım
Yahu çöp yakıyorlar mahalle dumana boğuldu.,Gürültü ve Çevre Kirliliği
"Kaldırıma park ediyorlar yayaaa yürüyemiyor, ayrıca asfalt uzun süredir bozuk araba alttan vuruyor.",Yol ve Kaldırım
Yahu site girişinde yeşil alana izinsiz inşaat var. İlgili ekip gönderilsin lütfen.,Park ve Yeşil Alan
"Yeter ama, Bizim mahallede sorun var; kanalizasyon kapagi cokmus cukur olmus",Su ve Kanalizasyon
"yeter ama, caddemizde yeşil alana izinsiz inşaat var, kimse umursamıyor.",Park ve Yeşil Alan
Sokak çeşmesi boşuna akıyor su israf oluyor. Acil çözün şunu,Su ve Kanalizasyon
"SU GUNLERDIR KESIK HABER BILE VERMIYORLAR, AYRICA SU HER HAFTA KESIK HABER BILE VERMIYORLAR",Su ve Kanalizasyon
"Kar yağınca yollar tuzlanmadı buz tuttu, rezil olduk. Yardımcı olursanız çok seviniriz.",Yol ve Kaldırım
"Mahallemizde mazgal kapağı yok açık duruyor, böyle olmaz ki. Şimdiden teşekkürler.",Yol ve Kaldırım
Evimizin tam önünde sorun var; kamyonlar geceleri cadde ortasında çalışır halde bekliyor.,Gürültü ve Çevre Kirliliği
direkteki lamba arizali gece cok tehlikeli.,Sokak Aydınlatması
Kaldırım karanlık düşüp yaralandık,Sokak Aydınlatması
"Moloz ve atıklar haftalardır kaldırımda duruyor, ayrıca ana cadde uzerinde fareler türedi çünkü çöpler ortada.",Çöp ve Temizlik
Çöp yakıyorlar mahalle dumana boğuldu. Şimdiden teşekkürler.,Gürültü ve Çevre Kirliliği
Okulun yanindaki sokakta sorun var; alt gecidin oraya gece motorlari gaza basip duruyor.,Gürültü ve Çevre Kirliliği
Yahu duragin yanında köpekler peşimize takılıyor korkuyoruz. Konunun takip edilmesini istiyoruz,Başıboş Hayvanlar
"valla bıktık, durakta tabela yok hangi hat geçer belli değil. Bu kadarına da pes!",Toplu Ulaşım
"Evimizin tam önünde durağa otobüs hiç uğramıyor, çocuklar etkileniyor. Bir an önce ilgilenilsin",Toplu Ulaşım
"of ya, moloz ve atıklar kaç kere söyledik yine kaldırımda druyor.",Çöp ve Temizlik
Hat iptal olmuş kimse duyurmamış.,Toplu Ulaşım
"Düğün salonu aylardır sesi sonuna kadar açıyor, böyle olmaz ki. Gereğinin yapılmasını rica ederim.",Gürültü ve Çevre Kirliliği
"bakın, hat iptal olmuş kimse duyurmamış, çocuklar etkileniyor. Artık bir şey yapın!",Toplu Ulaşım
köpekler çöpü dağıtıyor sabah berbat oluyor. Gereğinin yapılmasını rica ederim,Çöp ve Temizlik
"Halı saha geç saatte bile bağırış çağırış, her gün aynı dert. Yardımcı olursanız çok seviniriz.",Gürültü ve Çevre Kirliliği
"Of ya, lamba yanıp sönüyor sinir bozuyor.",Sokak Aydınlatması
"durakta ışık yok gece bekleyemiyoruz, ayrıca kaldırım karanlık düşüppp yaralandık.",Sokak Aydınlatması
Kaldırım karanlık düşüp yaralandık. Konunun takip edilmesini istiyoruz,Sokak Aydınlatması
"yahu yolun ortasında koca bir çukur açıldı, yaşanmıyor artık. Acil çözün şunu!",Yol ve Kaldırım
"ya artık yeter, park bakımsız her yer çöp ve cam kırığı, ayrıca alt geçidin oraya yeşil alana izinsiz inşaat var",Park ve Yeşil Alan
Yahu trafik levhası devrilmiş kimse ilgilenmiyor.,Yol ve Kaldırım
Rezalet. Caddemizde sorun var; otobüs çok eski sürekli arızalanıyor.,Toplu Ulaşım
"Ya artık yeter, Apartmanın önünde sorun var; duraktaki bank ve durak kapalısı kırık.",Toplu Ulaşım
"Bıktık artık, akşam olunca her yer zifiri karanlık.",Sokak Aydınlatması
"Allah aşkına, atık konteyneri yanlış yere konmuş kapımızı kapatıyor, ayrıca moloz ve atıklar kaç kere söyledik yine kaldırımda duruyor",Çöp ve Temizlik
"Bıktık artık, bizim mahallede kedilere mama su konmuyor, rezil olduk. Çözülmesini bekliyoruz.",Başıboş Hayvanlar
"rezalet. kaldırım karanlık düşüp yaralandık, rezil olduk. İlgili ekip gönderilsin lütfen.",Sokak Aydınlatması
bir hayvan kapana sıkışmış kurtaran lazım. Gereğinin yapılmasını rica ederim.,Başıboş Hayvanlar
"Caminin arka sokağında hurdacılar sabaha karşı gürültü yapıyor, böyle olmaz ki. İlgili birime iletilmesini rica ederim.",Gürültü ve Çevre Kirliliği
"Valla bıktık, asfalt geceleri bozuk araba alttan vuruyor.",Yol ve Kaldırım
Sokağımızda başıboş köpekler geceleri korku saçıyor,Başıboş Hayvanlar
"Bakın, çitler kırık park sokağa açılmış tehlikeli, defalarca aradık sonuç yok. Artık bir şey yapın!",Park ve Yeşil Alan
Caminin arka sokağında sorun var; otobüsler her gün saatinde gelmiyor.,Toplu Ulaşım
yağmurda yol göle dönüyor su birikiyor.,Yol ve Kaldırım
"Pes yani, yağmur suyu giderleri çöple dolmuş, ayrıca kanalizasyon kapaı çökmüş çukur olmuş.",Su ve Kanalizasyon
"Egzoz ve tozdan pencere açamıyoruz, ayrıca egzoz ve tozdan pencere açamıyoruz.",Gürültü ve Çevre Kirliliği
"Ya artık yeter, aşısız hayvanlar dolaşıyor tehlikeli, rezil olduk. Bir an önce ilgilenilsin.",Başıboş Hayvanlar
"Yeter ama, kaldirim karanlik dusup yaralandik.",Sokak Aydınlatması
"Valla bıktık, Köşedeki bakkalin önünde sorun var; cocuk parkının yanında koca bir çöp yığını var.",Çöp ve Temizlik
"Bıktık artık, kaydırak kırılmış paslı çocuk yaralanır",Park ve Yeşil Alan
"oyun grubunun zemini bozuk cocuklar dusuyor, vergimizi oduyoruz ama hizmet yok. Bir an once ilgilenilsin.",Park ve Yeşil Alan
"Pes yani, köşedeki bakkalin önünde köpekler peşimize takılıyor korkuyoruz, her gün aynı dert. Bu kadarına da pes!",Başıboş Hayvanlar
"Valla bıktık, bir hayvan kapana sıkışmış kurtaran lazım.",Başıboş Hayvanlar
Yaya geçidi silinmiş hiç görünmüyor. İlgili birime iletilmesini rica ederim.,Yol ve Kaldırım
Açık alanda atık yakılıyor koku dayanılmaz.,Gürültü ve Çevre Kirliliği
Sokak çeşmesi boşuna akıyor su israf oluyor,Su ve Kanalizasyon
okulun yanındaki sokakta sorun var; ana cadde uzerinde engelli rampalı otobüs gelmiyor.,Toplu Ulaşım
evimizin tam önünde mazgal kapağı yok açık duruyor,Yol ve Kaldırım
"Yeter ama, Ana cadde uzerinde sorun var; okul yolunda ışık yok çocuklar korkuyor",Sokak Aydınlatması
Kamyonlar akşamları cadde ortasında çalışır halde bekliyor,Gürültü ve Çevre Kirliliği
"Yeter ama, ara sokakta kedilere mama su konmuyor. Artık bir şey yapın!",Başıboş Hayvanlar
rezalet. Caminin arka sokağında sorun var; ölü bir hayvan var günlerdir kaldıran yok.,Başıboş Hayvanlar
"Valla biktik, kopekler parki kirletiyor temizlenmiyor. Acil cozun sunu",Park ve Yeşil Alan
"ALLAH AŞKINA, METRO ÇIKIŞINDA LAMBA PATLAMIŞ AYLARDIR DEĞIŞEN YOK.",Sokak Aydınlatması
Sokağımızda sorun var; musluktan bulanık su geliyor kötü kokuyor,Su ve Kanalizasyon
Kisirlastirma yok hayvan sayisi cok artti,Başıboş Hayvanlar
"Her yağmurda evi su basıyor gider tıkalı, böyle olmaz ki. Şimdiden teşekkürler.",Su ve Kanalizasyon
Duragin yanında sorun var; yeşil alan günlerdir sulanmıyor çimler kurudu.,Park ve Yeşil Alan
"yeter ama, engelli rampasıı yok tekerlekli sandalye geçemiyor.",Yol ve Kaldırım
"Rezalet. ölü bir hayvan var günlerdir kaldıran yok, böyle olmaz ki. Bu kadarına da pes!",Başıboş Hayvanlar
"YETER AMA, OTOBÜSLER UZUN SÜREDIR SAATINDE GELMIYOR.",Toplu Ulaşım
"bıktık artık, moloz dökülen alan toz ve koku saçıyor.",Gürültü ve Çevre Kirliliği
"Valla bıktık, site girişinde mazgal kapağı yok açık duruyor. Çözülmesini bekliyoruz.",Yol ve Kaldırım
Kanalizasyon kapağı çökmüş çukur olmuş. İlgili birime iletilmesini rica ederim.,Su ve Kanalizasyon
"Of ya, Caminin arka sokağında sorun var; gece hattı yok eve dönemiyoruz.",Toplu Ulaşım
Rezalet. kart dolum noktası haftalardır çalışmıyor. Vergimizi ne için eriyoruz?,Toplu Ulaşım
Hat iptal olmuş kimseee duyurmamış. İlginizi rica ediyorum.,Toplu Ulaşım
Bizim mahallede sorun var; çöp kamyonu bir aydır mahalleye uğramıyor.,Çöp ve Temizlik
hat iptal olmuş kimse duyurmamış,Toplu Ulaşım
"ya artık yeter, karanlıkta gencler toplanıyor güvensiz, vergimizi ödüyoruz ama hizmet yok. İlgili ekip gönderilsin lütfen.",Sokak Aydınlatması
Düğün salonu bir aydır sesi sonuna kadar açıyor. İlginizi rica ediyorum.,Gürültü ve Çevre Kirliliği
"Ya artık yeter, sefer saatleri tutmuyor saatlerce bekliyoruz.",Toplu Ulaşım
"Bir hayvan kapana sikismis kurtaran lazim, ayrica yarali bir hayvan var ilgilenen yok",Başıboş Hayvanlar
Yahu Cocuk parkının yanında sorun var; minibüsler tıka basa dolu binilmiyor.,Toplu Ulaşım
"yeter ama, kanalizasyon kapağı çökmüş çukur olmuş.",Su ve Kanalizasyon
pazardan sonra ortalık çöplük oluyor temizleyen yok. İlginizi rica ediyorum.,Çöp ve Temizlik
"Okulun yanindaki sokakta lambaa patlamis aylardir degisen yok, ayrica ana caddenin yarisi karanlik yurumek korkutucu",Sokak Aydınlatması
Çöpten dolayı sinek kaynıyor.,Çöp ve Temizlik
Sokağımızda sorun var; ölü bir hayvan var günlerdir kaldıran yok.,Başıboş Hayvanlar
"pes yani, su borusu patlamış cadde sular altında. Vergimizi ne için veriyoruz?",Su ve Kanalizasyon
"valla bıktık, akşam olunca her yer zifirii karanlık. Ne zaman çözeceksiniz?",Sokak Aydınlatması
alt geçidin oraya su basıncı çok düşük su gelmiyor.,Su ve Kanalizasyon
Yahu Caminin arka sokağında sorun var; hat iptal olmuş kimse duyurmamış,Toplu Ulaşım
Rezalet. Oulun yanındaki sokakta sorun var; otobüsler kaç kere söyledik yine saatinde gelmiyor.,Toplu Ulaşım
"Bıktık artık, geceleri havlamalar uzun süredir uyutmuyor, her gün aynı dert.",Başıboş Hayvanlar
Duragin yanında sorun var; otobüsler her gün saatinde gelmiyor,Toplu Ulaşım
"Of ya, geceleri havlamalarrr akşamları uyutmuyor. Konunun takip edilmesini istiyoruz.",Başıboş Hayvanlar
Tuvalet geri tepiyor kanalizasyon dolu.,Su ve Kanalizasyon
"Ya artık yeter, moloz ve atıklar her hafta kaldırımda duruyor, ayrıca atık konteyneri yanlış yere konmuş kapımızı kapatıyor.",Çöp ve Temizlik
rezalet. Cocuk parkının yanında sorun var; bizim mahallede yenii mahalleye ulaşım yok.,Toplu Ulaşım
Rezalet. çocuk parkındaki salıncaklar kırık tehlikeli. İlgili ekip gönderilsin lütfen.,Park ve Yeşil Alan
"Ya artık yeter, ara sokakta kaldırım taşları sökülmüş yürünmüyor. Ne zaman çözeceksiniz?",Yol ve Kaldırım
Su borusu patlamış caddeee sular altında. Şimdiden teşkkürler,Su ve Kanalizasyon
"sokagimizda koca bir cop yigini var, ayricaaa konteyner kirilmis copler etrafa saciliyor.",Çöp ve Temizlik
Sokak çeşmesi boşuna akıyor su israf oluyor. İlginizi rica ediyorum.,Su ve Kanalizasyon
"Apartmanın önünde yeni mahalleye ulaşım yok, yaşanmıyor artık. Yardımcı olursanız çok seviniriz",Toplu Ulaşım
"Bakın, çöpten dolayı sinek kaynıyor.",Çöp ve Temizlik
"site girişinde köpekler peşimize takılıyor korkuyoruz, ayrıca sürü halinde köpekler çocuklara havlıyor",Başıboş Hayvanlar
"su uzun süredir kesik haber bile vermiyorlar, ayrıca su borusu patlamış cadde sular altında.",Su ve Kanalizasyon
Kafelerin masalarıı geceleri çok gürültülü.,Gürültü ve Çevre Kirliliği
"ÜST GEÇIDIN MERDIVENLERI KIRIK TEHLIKELI, KIMSE UMURSAMIYOR. BU KADARINA DA PES!",Yol ve Kaldırım
Site girişinde sorun var; sanayi atıkları dereye boşaltılıyor.,Gürültü ve Çevre Kirliliği
Okul yolunda ışık yok çocuklar korkuyor.,Sokak Aydınlatması
"Valla bıktık, rögar tıkanmış yağmur suyu çekilmiyor",Su ve Kanalizasyon
"Valla bıktık, pazardan sonra ortalık çöplük oluyor temizleyen yok, sağlığımız tehlikede. Konunun takip edilmesini istiyoruz.",Çöp ve Temizlik
"bakın, durakta tabela yok hangi hat geçer belli değil, ayrıca otobüsler her hafta saatinde gelmiyor.",Toplu Ulaşım
"Yeter ama, alt geçidin oraya banklar dökülmüş oturulmuyor, sağlığımız tehlikede. Acil çözün şunu",Park ve Yeşil Alan
"Allahh aşkına, kısırlaştırma yok hayvan sayısı çok arttı. Ne zaman çözeceksiniz?",Başıboş Hayvanlar
"Of ya, kaldırım o kadar dar ki arabayla geçilmiyor, ayrıca engelli rampası yok tekerlekli sandalye geçemiyor",Yol ve Kaldırım
"Bakın, Okulun yanındaki sokakta sorun var; egzoz ve tozdann pencere açamıyoruz.",Gürültü ve Çevre Kirliliği
engelli rampası yok tekerlekli sandalyeee geçemiyor.,Yol ve Kaldırım
"Pes yani, bordür taşları çıkmış ayağımız takılıyor.",Yol ve Kaldırım
Evimizin tam önünde sorun var; moloz ve atıklar akşamları kaldırımda duruyor,Çöp ve Temizlik
"bıktık artık, parkın çeşmesinden su akmıyor, yaşanmıyor artık. Çözülmesini bekliyoruz.",Park ve Yeşil Alan
Aksam olunca her yer zifiri karanlik. Ilginizi rica ediyorum.,Sokak Aydınlatması
Açık alanda atık yakılıyor koku dayanılmaz. Acil çözün şunu,Gürültü ve Çevre Kirliliği
"Of ya, pazardan sonra ortalık çöplük oluyor temizleyen yok.",Çöp ve Temizlik
"valla bıktık, Alt geçidin orayaa sorun var; çöp konteynerleri ağzına kadar dolmuş taşıyor.",Çöp ve Temizlik
"Geceleri havlamalar günlerdir uyutmuyor, defalarca aradık sonuç yok. İlgili birime iletilmesini rica ederim",Başıboş Hayvanlar
yahu su sayacı arızalı fatura uçtu.,Su ve Kanalizasyon
Park gece içki içenlerin mekanı oldu. Yardımcı olursanız çok seviniriz.,Park ve Yeşil Alan
